STOP_FRISK_DATE_STOP_FRISK_TIME,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_PRECINCT,PHYSICAL_FORCE_USED_TOTAL,PHYSICAL_FORCE_USED_TF,AGE_CATEGORY,TOTAL_STOPS,SUSPECT_NOT_ARRESTED_FLAG
2021-02-11 21:40:00,ROBBERY,0,0,0,0,0,0,1,0,19,MALE,BLACK,78,1,True,Twenty and Under,1,1
2021-02-11 21:40:00,ROBBERY,0,0,0,0,0,0,1,0,19,MALE,BLACK,78,1,True,Twenty and Under,1,1
2021-02-11 22:12:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,72,MALE,BLACK,63,1,True,Thirtyeight-Above,1,1
2021-02-12 00:41:00,ROBBERY,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,111,1,True,UNKNOWN,1,1
2021-02-12 09:15:00,BURGLARY,1,0,0,0,0,0,1,0,44,MALE,BLACK,112,1,True,Thirtyeight-Above,1,0
2021-02-12 10:28:00,PETIT LARCENY,1,0,0,0,0,0,1,0,56,MALE,BLACK,60,1,True,Thirtyeight-Above,1,0
2021-02-12 10:42:00,MENACING,0,0,0,0,0,0,1,0,50,MALE,BLACK,7,1,True,Thirtyeight-Above,1,1
2021-02-12 11:10:00,PETIT LARCENY,1,0,1,0,0,0,1,0,37,MALE,WHITE,112,2,True,Twentyeight-Thirtyeight,1,0
2021-02-12 19:52:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,43,MALE,WHITE HISPANIC,7,1,True,Thirtyeight-Above,1,1
2021-02-12 21:20:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,25,MALE,WHITE HISPANIC,115,1,True,Twentyone-Twentyeight,1,1
2021-02-13 00:20:00,CRIMINAL POSSESION OF WEAPON,1,0,1,0,0,0,0,0,18,MALE,BLACK,48,1,True,Twenty and Under,1,0
2021-02-13 02:05:00,ASSAULT,1,0,0,0,0,0,1,0,30,MALE,BLACK,88,1,True,Twentyeight-Thirtyeight,1,0
2021-02-13 03:05:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,25,MALE,WHITE HISPANIC,43,1,True,Twentyone-Twentyeight,1,0
2021-02-13 04:00:00,ROBBERY,1,0,0,0,0,0,1,0,35,MALE,WHITE HISPANIC,33,1,True,Twentyeight-Thirtyeight,1,0
2021-02-13 07:11:00,PETIT LARCENY,1,0,0,0,0,0,1,0,48,FEMALE,BLACK,114,1,True,Thirtyeight-Above,1,0
2021-02-13 09:50:00,MURDER,0,0,0,0,0,0,1,0,28,MALE,WHITE HISPANIC,17,1,True,Twentyone-Twentyeight,1,1
2021-02-13 12:07:00,BURGLARY,0,0,0,0,0,0,1,0,40,MALE,WHITE,61,1,True,Thirtyeight-Above,1,1
2021-02-13 14:39:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,50,MALE,BLACK,46,1,True,Thirtyeight-Above,1,1
2021-02-13 15:10:00,CRIMINAL SALE OF MARIHUANA,1,0,0,0,0,0,1,0,42,MALE,BLACK,46,1,True,Thirtyeight-Above,1,0
2021-02-13 15:11:00,CRIMINAL SALE OF MARIHUANA,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,46,1,True,UNKNOWN,1,1
2021-02-13 15:19:00,PETIT LARCENY,1,0,0,0,0,0,1,0,29,FEMALE,BLACK,63,1,True,Twentyeight-Thirtyeight,1,0
2021-02-13 16:10:00,PETIT LARCENY,1,0,1,0,0,0,0,0,38,MALE,WHITE HISPANIC,112,1,True,Twentyeight-Thirtyeight,1,0
2021-02-13 17:44:00,ROBBERY,1,0,1,0,0,0,1,0,23,MALE,WHITE,60,2,True,Twentyone-Twentyeight,1,0
2021-02-13 18:50:00,ASSAULT,1,0,0,0,0,0,1,0,23,MALE,BLACK,28,1,True,Twentyone-Twentyeight,1,0
2021-02-13 18:56:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,35,MALE,BLACK,40,1,True,Twentyeight-Thirtyeight,1,1
2021-02-13 21:08:00,GRAND LARCENY AUTO,0,0,0,0,0,0,1,0,23,MALE,BLACK,69,1,True,Twentyone-Twentyeight,1,1
2021-02-13 21:30:00,ROBBERY,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,79,1,True,UNKNOWN,1,1
2021-02-13 21:35:00,ROBBERY,0,0,0,0,0,0,1,0,58,MALE,BLACK,79,1,True,Thirtyeight-Above,1,1
2021-02-13 21:50:00,ROBBERY,0,0,0,0,0,0,1,0,36,MALE,BLACK,77,1,True,Twentyeight-Thirtyeight,1,1
2021-02-13 23:57:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,1,0,1,0,28,MALE,BLACK,42,2,True,Twentyone-Twentyeight,1,1
2021-02-14 00:53:00,ASSAULT,1,0,0,0,0,0,1,0,39,MALE,BLACK,19,1,True,Thirtyeight-Above,1,0
2021-02-14 02:19:00,BURGLARY,0,0,0,0,0,0,1,0,26,MALE,WHITE HISPANIC,33,1,True,Twentyone-Twentyeight,1,1
2021-02-14 02:27:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,44,MALE,BLACK,77,1,True,Thirtyeight-Above,1,1
2021-02-14 02:28:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,36,MALE,BLACK,77,1,True,Twentyeight-Thirtyeight,1,1
2021-02-14 06:28:00,ROBBERY,1,1,1,0,0,0,0,0,16,MALE,BLACK,42,1,True,Twenty and Under,1,0
2021-02-14 06:28:00,ROBBERY,1,1,1,0,0,0,0,0,16,MALE,BLACK,42,1,True,Twenty and Under,1,0
2021-02-14 06:28:00,ROBBERY,1,1,1,0,0,0,1,0,15,MALE,BLACK HISPANIC,42,2,True,Twenty and Under,1,0
2021-02-14 07:50:00,BURGLARY,0,0,0,0,0,0,1,0,33,MALE,WHITE HISPANIC,94,1,True,Twentyeight-Thirtyeight,1,1
2021-02-14 09:07:00,PETIT LARCENY,0,0,0,0,0,0,1,0,43,FEMALE,BLACK HISPANIC,44,1,True,Thirtyeight-Above,1,1
2021-02-14 10:35:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,48,MALE,WHITE HISPANIC,28,1,True,Thirtyeight-Above,1,1
2021-02-14 10:46:00,ROBBERY,0,0,0,0,0,0,1,0,23,MALE,BLACK,47,1,True,Twentyone-Twentyeight,1,1
2021-02-14 12:00:00,GRAND LARCENY AUTO,1,0,1,0,0,0,1,0,37,MALE,BLACK,103,2,True,Twentyeight-Thirtyeight,1,0
2021-02-14 12:58:00,ROBBERY,1,0,0,0,1,0,0,0,42,MALE,BLACK,32,1,True,Thirtyeight-Above,1,0
2021-02-14 13:09:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,30,MALE,BLACK,70,1,True,Twentyeight-Thirtyeight,1,1
2021-02-14 13:33:00,ASSAULT,1,0,0,0,0,0,1,0,25,MALE,BLACK,14,1,True,Twentyone-Twentyeight,1,0
2021-02-14 14:18:00,ASSAULT,0,0,0,0,0,0,1,0,57,MALE,WHITE,13,1,True,Thirtyeight-Above,1,1
2021-02-14 17:07:00,PETIT LARCENY,1,0,0,0,0,0,1,0,31,MALE,BLACK,6,1,True,Twentyeight-Thirtyeight,1,0
2021-02-14 17:29:00,ASSAULT,0,0,0,0,0,0,1,0,17,MALE,WHITE HISPANIC,48,1,True,Twenty and Under,1,1
2021-02-14 19:28:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,57,MALE,BLACK,28,1,True,Thirtyeight-Above,1,1
2021-02-14 20:15:00,ROBBERY,1,0,1,0,0,0,1,0,16,MALE,WHITE,123,2,True,Twenty and Under,1,0
2021-02-14 22:54:00,PETIT LARCENY,1,0,1,0,0,0,1,0,44,MALE,BLACK HISPANIC,5,2,True,Thirtyeight-Above,1,0
2021-02-14 23:00:00,OTHER,1,0,1,0,0,0,1,0,22,MALE,BLACK,7,2,True,Twentyone-Twentyeight,1,0
2021-02-14 23:40:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,33,MALE,BLACK,46,1,True,Twentyeight-Thirtyeight,1,1
2021-02-15 02:54:00,ROBBERY,0,0,0,0,1,0,0,0,UNKNOWN,MALE,BLACK HISPANIC,23,1,True,UNKNOWN,1,1
2021-02-15 02:54:00,ROBBERY,0,0,0,0,1,0,0,0,UNKNOWN,MALE,BLACK HISPANIC,23,1,True,UNKNOWN,1,1
2021-02-15 12:55:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,26,MALE,BLACK HISPANIC,76,1,True,Twentyone-Twentyeight,1,0
2021-02-15 13:40:00,OTHER,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,75,1,True,UNKNOWN,1,1
2021-02-15 14:12:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,19,MALE,WHITE HISPANIC,100,2,True,Twenty and Under,1,1
2021-02-15 15:10:00,ASSAULT,1,0,0,0,0,0,1,0,26,FEMALE,BLACK,43,1,True,Twentyone-Twentyeight,1,0
2021-02-15 15:10:00,ASSAULT,1,1,0,0,0,0,0,0,16,FEMALE,BLACK,43,0,False,Twenty and Under,1,0
2021-02-15 15:10:00,ASSAULT,1,1,0,0,0,0,0,0,17,MALE,BLACK,43,0,False,Twenty and Under,1,0
2021-02-15 15:55:00,OTHER,0,0,0,0,0,0,1,0,48,MALE,WHITE,1,1,True,Thirtyeight-Above,1,1
2021-02-15 16:10:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,20,MALE,BLACK,103,1,True,Twenty and Under,1,0
2021-02-15 16:33:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,35,MALE,WHITE HISPANIC,7,1,True,Twentyeight-Thirtyeight,1,1
2021-02-15 17:10:00,ASSAULT,1,1,1,0,0,0,1,0,31,MALE,BLACK,46,2,True,Twentyeight-Thirtyeight,1,0
2021-02-15 17:11:00,ASSAULT,0,1,0,0,0,0,1,0,39,MALE,BLACK,46,1,True,Thirtyeight-Above,1,1
2021-02-15 17:11:00,ASSAULT,0,0,0,0,0,0,1,0,32,MALE,BLACK,46,1,True,Twentyeight-Thirtyeight,1,1
2021-02-15 17:11:00,ASSAULT,0,1,0,0,0,0,1,0,28,MALE,BLACK,46,1,True,Twentyone-Twentyeight,1,1
2021-02-15 20:29:00,PETIT LARCENY,0,0,0,0,0,0,1,0,42,MALE,BLACK,44,1,True,Thirtyeight-Above,1,1
2021-02-15 22:00:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,67,MALE,BLACK,103,1,True,Thirtyeight-Above,1,0
2021-02-15 23:20:00,BURGLARY,1,0,0,0,0,0,1,0,UNKNOWN,MALE,WHITE HISPANIC,90,1,True,UNKNOWN,1,0
2021-02-16 00:00:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,40,MALE,WHITE HISPANIC,46,2,True,Thirtyeight-Above,1,1
2021-02-16 00:12:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,36,MALE,WHITE HISPANIC,40,1,True,Twentyeight-Thirtyeight,1,1
2021-02-16 00:12:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,26,MALE,WHITE HISPANIC,40,1,True,Twentyone-Twentyeight,1,1
2021-02-16 01:48:00,BURGLARY,0,0,0,0,0,0,1,0,40,FEMALE,BLACK,41,1,True,Thirtyeight-Above,1,1
2021-02-16 08:45:00,ROBBERY,1,0,0,0,0,0,1,0,40,MALE,BLACK,107,1,True,Thirtyeight-Above,1,0
2021-02-16 09:37:00,PETIT LARCENY,1,0,1,0,0,0,1,0,6,MALE,BLACK,19,2,True,Twenty and Under,1,0
2021-02-16 11:54:00,PETIT LARCENY,1,0,0,0,0,0,1,0,45,MALE,BLACK,102,1,True,Thirtyeight-Above,1,0
2021-02-16 13:50:00,GRAND LARCENY,0,0,0,0,0,0,1,0,47,MALE,BLACK,14,1,True,Thirtyeight-Above,1,1
2021-02-16 14:02:00,PETIT LARCENY,1,0,1,0,0,0,1,0,29,MALE,WHITE HISPANIC,1,2,True,Twentyeight-Thirtyeight,1,0
2021-02-16 14:02:00,PETIT LARCENY,1,0,1,0,0,0,1,0,47,MALE,WHITE,1,2,True,Thirtyeight-Above,1,0
2021-02-16 14:22:00,ASSAULT,1,0,1,0,0,0,1,0,18,MALE,BLACK,1,2,True,Twenty and Under,1,0
2021-02-16 15:47:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,36,MALE,BLACK,113,1,True,Twentyeight-Thirtyeight,1,0
2021-02-16 16:13:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,52,1,True,UNKNOWN,1,0
2021-02-16 16:38:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,25,MALE,BLACK HISPANIC,114,1,True,Twentyone-Twentyeight,1,1
2021-02-16 16:38:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,24,MALE,W. ASIAN,114,1,True,Twentyone-Twentyeight,1,1
2021-02-16 16:45:00,ASSAULT,0,0,0,0,0,0,1,0,15,MALE,WHITE,123,1,True,Twenty and Under,1,1
2021-02-16 16:45:00,ASSAULT,0,0,0,0,0,0,1,0,18,MALE,WHITE HISPANIC,123,1,True,Twenty and Under,1,1
2021-02-16 16:45:00,ASSAULT,0,0,0,0,0,0,1,0,18,MALE,WHITE,123,1,True,Twenty and Under,1,1
2021-02-16 16:45:00,ASSAULT,1,0,0,0,0,0,1,0,18,MALE,WHITE,123,1,True,Twenty and Under,1,0
2021-02-16 17:05:00,RECKLESS ENDANGERMENT,0,0,0,0,0,0,1,0,21,FEMALE,BLACK,75,1,True,Twentyone-Twentyeight,1,1
2021-02-16 17:49:00,ASSAULT,1,0,0,0,0,0,0,0,24,MALE,BLACK,14,0,False,Twentyone-Twentyeight,1,0
2021-02-16 18:35:00,CRIMINAL POSSESION OF WEAPON,0,1,1,0,0,0,0,0,25,MALE,WHITE,62,1,True,Twentyone-Twentyeight,1,1
2021-02-16 18:35:00,CRIMINAL POSSESION OF WEAPON,0,1,1,0,0,0,0,0,20,MALE,WHITE,62,1,True,Twenty and Under,1,1
2021-02-16 18:45:00,CRIMINAL POSSESION OF WEAPON,0,1,1,0,0,0,0,0,24,MALE,WHITE,62,1,True,Twentyone-Twentyeight,1,1
2021-02-16 20:29:00,OTHER,0,0,0,0,0,0,1,0,22,MALE,BLACK,121,1,True,Twentyone-Twentyeight,1,1
2021-02-16 21:06:00,MURDER,1,0,0,0,0,0,1,0,18,MALE,BLACK,121,1,True,Twenty and Under,1,0
2021-02-16 21:41:00,PETIT LARCENY,1,0,0,0,0,0,1,0,32,MALE,WHITE HISPANIC,10,1,True,Twentyeight-Thirtyeight,1,0
2021-02-16 22:46:00,ROBBERY,1,0,0,0,0,0,1,0,17,MALE,BLACK,70,1,True,Twenty and Under,1,0
2021-02-16 22:58:00,ASSAULT,1,0,1,0,0,0,1,0,33,MALE,WHITE HISPANIC,52,2,True,Twentyeight-Thirtyeight,1,0
2021-02-16 23:05:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,79,1,True,UNKNOWN,1,1
2021-02-16 23:30:00,ROBBERY,1,0,1,0,0,0,0,0,14,MALE,BLACK,79,1,True,Twenty and Under,1,0
2021-02-16 23:48:00,CRIMINAL POSSESSION OF FORGED INSTRUMENT,1,0,0,0,0,0,1,0,40,MALE,BLACK,105,1,True,Thirtyeight-Above,1,0
2021-02-17 00:04:00,BURGLARY,1,0,0,0,0,0,1,0,29,MALE,WHITE HISPANIC,14,1,True,Twentyeight-Thirtyeight,1,0
2021-02-17 01:50:00,ROBBERY,1,0,0,0,0,0,1,0,35,MALE,BLACK,83,1,True,Twentyeight-Thirtyeight,1,0
2021-02-17 04:10:00,BURGLARY,1,0,1,0,0,0,1,0,24,MALE,WHITE HISPANIC,114,2,True,Twentyone-Twentyeight,1,0
2021-02-17 09:25:00,CRIMINAL SALE OF CONTROLLED SUBSTANCE,0,0,0,0,0,0,1,0,65,MALE,WHITE HISPANIC,83,1,True,Thirtyeight-Above,1,1
2021-02-17 09:25:00,CRIMINAL SALE OF CONTROLLED SUBSTANCE,0,0,0,0,0,0,1,0,48,MALE,WHITE,83,1,True,Thirtyeight-Above,1,1
2021-02-17 10:06:00,GRAND LARCENY,1,0,0,0,0,0,1,0,26,MALE,BLACK HISPANIC,40,1,True,Twentyone-Twentyeight,1,0
2021-02-17 12:21:00,PETIT LARCENY,0,0,0,0,0,0,1,0,31,MALE,WHITE,50,1,True,Twentyeight-Thirtyeight,1,1
2021-02-17 12:50:00,RAPE,1,0,1,0,0,0,1,0,27,MALE,BLACK,108,2,True,Twentyone-Twentyeight,1,0
2021-02-17 13:30:00,GRAND LARCENY,0,0,0,0,0,0,1,0,22,MALE,BLACK,14,1,True,Twentyone-Twentyeight,1,1
2021-02-17 15:40:00,OTHER,0,0,0,0,0,0,1,0,16,MALE,WHITE HISPANIC,28,1,True,Twenty and Under,1,1
2021-02-17 15:40:00,OTHER,0,0,0,0,0,0,1,0,20,MALE,BLACK,28,1,True,Twenty and Under,1,1
2021-02-17 16:00:00,CRIMINAL POSSESION OF WEAPON,1,0,1,0,0,0,1,0,18,MALE,BLACK,73,2,True,Twenty and Under,1,0
2021-02-17 16:05:00,PETIT LARCENY,1,0,0,0,0,0,1,0,42,MALE,WHITE HISPANIC,9,1,True,Thirtyeight-Above,1,0
2021-02-17 16:46:00,GRAND LARCENY,1,0,0,0,0,0,1,0,42,MALE,BLACK,107,1,True,Thirtyeight-Above,1,0
2021-02-17 18:10:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,16,MALE,BLACK,40,1,True,Twenty and Under,1,0
2021-02-17 18:42:00,CRIMINAL MISCHIEF,0,0,0,0,0,0,1,0,41,MALE,BLACK,112,1,True,Thirtyeight-Above,1,1
2021-02-17 23:35:00,ASSAULT,0,0,1,0,0,0,1,0,54,MALE,BLACK,40,2,True,Thirtyeight-Above,1,1
2021-02-18 02:50:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,62,MALE,BLACK,106,1,True,Thirtyeight-Above,1,1
2021-02-18 03:30:00,GRAND LARCENY AUTO,1,0,0,0,0,0,1,0,15,MALE,BLACK,69,1,True,Twenty and Under,1,0
2021-02-18 08:08:00,PETIT LARCENY,1,0,0,0,0,0,1,0,UNKNOWN,FEMALE,BLACK,52,1,True,UNKNOWN,1,0
2021-02-18 08:08:00,PETIT LARCENY,1,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,52,1,True,UNKNOWN,1,0
2021-02-18 10:14:00,PETIT LARCENY,0,0,1,0,0,0,1,0,38,MALE,BLACK HISPANIC,20,2,True,Twentyeight-Thirtyeight,1,1
2021-02-18 11:00:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK HISPANIC,75,1,True,Twenty and Under,1,1
2021-02-18 12:25:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,65,MALE,BLACK,106,1,True,Thirtyeight-Above,1,1
2021-02-18 14:05:00,PETIT LARCENY,1,0,0,0,0,0,1,0,29,MALE,BLACK,63,1,True,Twentyeight-Thirtyeight,1,0
2021-02-18 14:45:00,PETIT LARCENY,1,0,1,0,0,0,1,0,53,MALE,BLACK,105,2,True,Thirtyeight-Above,1,0
2021-02-18 17:15:00,ROBBERY,1,0,1,0,0,0,1,0,39,MALE,WHITE HISPANIC,43,2,True,Thirtyeight-Above,1,0
2021-02-18 18:25:00,PETIT LARCENY,1,0,0,0,0,0,1,0,19,MALE,WHITE HISPANIC,84,1,True,Twenty and Under,1,0
2021-02-18 18:45:00,PETIT LARCENY,1,0,1,0,0,0,0,0,28,MALE,WHITE,19,1,True,Twentyone-Twentyeight,1,0
2021-02-18 20:00:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,79,1,True,Twenty and Under,1,1
2021-02-19 01:49:00,GRAND LARCENY,1,0,0,0,0,0,1,0,27,MALE,WHITE HISPANIC,34,1,True,Twentyone-Twentyeight,1,0
2021-02-19 04:18:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,32,MALE,BLACK,88,1,True,Twentyeight-Thirtyeight,1,1
2021-02-19 09:27:00,PETIT LARCENY,0,0,0,0,0,0,1,0,26,MALE,BLACK,7,1,True,Twentyone-Twentyeight,1,1
2021-02-19 10:05:00,PETIT LARCENY,1,0,1,0,0,0,0,0,32,MALE,BLACK,71,1,True,Twentyeight-Thirtyeight,1,0
2021-02-19 10:30:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,UNKNOWN,MALE,BLACK HISPANIC,18,2,True,UNKNOWN,1,1
2021-02-19 12:10:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,35,MALE,BLACK,84,1,True,Twentyeight-Thirtyeight,1,1
2021-02-19 16:16:00,ROBBERY,1,1,1,0,0,0,0,0,23,MALE,WHITE HISPANIC,111,1,True,Twentyone-Twentyeight,1,0
2021-02-19 18:30:00,ASSAULT,1,0,0,0,0,0,1,0,27,MALE,BLACK,108,1,True,Twentyone-Twentyeight,1,0
2021-02-19 19:58:00,ASSAULT,0,0,1,0,0,0,1,0,21,MALE,WHITE HISPANIC,10,2,True,Twentyone-Twentyeight,1,1
2021-02-19 19:58:00,ASSAULT,0,0,1,0,0,0,0,0,21,MALE,BLACK,10,1,True,Twentyone-Twentyeight,1,1
2021-02-19 20:52:00,PETIT LARCENY,0,0,0,0,0,0,1,0,29,MALE,WHITE,50,1,True,Twentyeight-Thirtyeight,1,1
2021-02-19 20:52:00,PETIT LARCENY,0,0,0,0,0,0,1,0,55,MALE,WHITE,50,1,True,Thirtyeight-Above,1,1
2021-02-19 21:01:00,BURGLARY,0,0,0,0,0,0,1,0,40,MALE,BLACK HISPANIC,30,1,True,Thirtyeight-Above,1,1
2021-02-19 21:10:00,BURGLARY,0,0,0,0,0,0,1,0,15,MALE,BLACK,30,1,True,Twenty and Under,1,1
2021-02-19 21:10:00,BURGLARY,0,0,0,0,0,0,1,0,15,MALE,BLACK,30,1,True,Twenty and Under,1,1
2021-02-19 21:10:00,ASSAULT,1,1,0,0,0,0,1,0,27,MALE,WHITE,62,1,True,Twentyone-Twentyeight,1,0
2021-02-19 21:43:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,35,MALE,BLACK,75,2,True,Twentyeight-Thirtyeight,1,1
2021-02-19 21:59:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,15,MALE,BLACK,67,1,True,Twenty and Under,1,1
2021-02-19 21:59:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,15,MALE,BLACK,67,1,True,Twenty and Under,1,1
2021-02-19 22:48:00,BURGLARY,0,0,0,0,0,0,1,0,30,MALE,BLACK,107,1,True,Twentyeight-Thirtyeight,1,1
2021-02-19 23:00:00,MENACING,1,0,0,0,0,0,1,0,49,MALE,WHITE HISPANIC,108,1,True,Thirtyeight-Above,1,0
2021-02-19 23:10:00,ASSAULT,0,0,0,0,0,0,1,0,18,FEMALE,BLACK,40,1,True,Twenty and Under,1,1
2021-02-19 23:10:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,UNKNOWN,MALE,WHITE HISPANIC,48,1,True,UNKNOWN,1,1
2021-02-19 23:11:00,ASSAULT,0,0,0,0,0,0,1,0,25,MALE,BLACK,40,1,True,Twentyone-Twentyeight,1,1
2021-02-20 00:45:00,CRIMINAL MISCHIEF,0,0,0,0,0,0,1,0,24,MALE,WHITE,104,1,True,Twentyone-Twentyeight,1,1
2021-02-20 01:05:00,ASSAULT,0,0,0,0,0,0,1,0,76,MALE,BLACK,79,1,True,Thirtyeight-Above,1,1
2021-02-20 01:42:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,41,MALE,BLACK HISPANIC,103,1,True,Thirtyeight-Above,1,0
2021-02-20 01:42:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,27,FEMALE,BLACK,103,1,True,Twentyone-Twentyeight,1,0
2021-02-20 01:42:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,39,MALE,BLACK,103,1,True,Thirtyeight-Above,1,0
2021-02-20 02:41:00,ROBBERY,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK HISPANIC,34,1,True,UNKNOWN,1,1
2021-02-20 03:00:00,BURGLARY,0,0,0,0,0,0,1,0,31,MALE,WHITE,94,1,True,Twentyeight-Thirtyeight,1,1
2021-02-20 03:33:00,GRAND LARCENY,1,0,0,0,0,0,1,0,39,FEMALE,WHITE HISPANIC,83,1,True,Thirtyeight-Above,1,0
2021-02-20 12:06:00,PETIT LARCENY,0,0,0,0,0,0,1,0,51,MALE,BLACK,30,1,True,Thirtyeight-Above,1,1
2021-02-20 12:54:00,BURGLARY,0,0,0,0,0,0,1,0,54,FEMALE,E. ASIAN,104,1,True,Thirtyeight-Above,1,1
2021-02-20 14:05:00,OTHER,1,0,1,0,0,0,1,0,UNKNOWN,MALE,BLACK,70,2,True,UNKNOWN,1,0
2021-02-20 16:17:00,BURGLARY,0,0,0,0,0,0,1,0,31,MALE,WHITE,45,1,True,Twentyeight-Thirtyeight,1,1
2021-02-20 16:33:00,MENACING,0,0,0,0,0,0,1,0,16,MALE,BLACK,23,1,True,Twenty and Under,1,1
2021-02-20 16:33:00,MENACING,0,0,0,0,0,0,1,0,14,MALE,BLACK,23,1,True,Twenty and Under,1,1
2021-02-20 17:30:00,PETIT LARCENY,1,0,1,0,0,0,1,0,35,MALE,WHITE,24,2,True,Twentyeight-Thirtyeight,1,0
2021-02-20 18:05:00,PETIT LARCENY,1,0,0,0,0,0,1,0,41,MALE,WHITE,61,1,True,Thirtyeight-Above,1,0
2021-02-20 19:05:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,26,MALE,BLACK,28,1,True,Twentyone-Twentyeight,1,1
2021-02-20 20:30:00,ASSAULT,0,0,1,0,0,0,0,0,33,MALE,BLACK,24,1,True,Twentyeight-Thirtyeight,1,1
2021-02-20 20:40:00,BURGLARY,0,0,0,0,0,0,1,0,37,MALE,BLACK HISPANIC,109,1,True,Twentyeight-Thirtyeight,1,1
2021-02-20 20:42:00,PETIT LARCENY,0,0,0,0,0,0,1,0,32,MALE,WHITE HISPANIC,1,1,True,Twentyeight-Thirtyeight,1,1
2021-02-20 21:55:00,OTHER,0,0,0,0,0,0,1,0,24,MALE,WHITE HISPANIC,25,1,True,Twentyone-Twentyeight,1,1
2021-02-20 23:53:00,PETIT LARCENY,1,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,20,1,True,UNKNOWN,1,0
