STOP_FRISK_DATE_STOP_FRISK_TIME,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_PRECINCT,PHYSICAL_FORCE_USED_TOTAL,PHYSICAL_FORCE_USED_TF,AGE_CATEGORY,TOTAL_STOPS,SUSPECT_NOT_ARRESTED_FLAG
2021-01-01 00:30:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,28,MALE,BLACK,73,1,True,Twentyone-Twentyeight,1,0
2021-01-01 00:45:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,18,MALE,BLACK,48,1,True,Twenty and Under,1,0
2021-01-01 01:00:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,48,1,True,Twenty and Under,1,1
2021-01-01 01:06:00,CRIMINAL POSSESSION OF FORGED INSTRUMENT,0,0,0,0,1,0,0,0,18,MALE,UNKNOWN,18,1,True,Twenty and Under,1,1
2021-01-01 01:21:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,33,MALE,BLACK,42,1,True,Twentyeight-Thirtyeight,1,1
2021-01-01 01:25:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,24,MALE,BLACK,46,1,True,Twentyone-Twentyeight,1,1
2021-01-01 01:25:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,27,MALE,BLACK,46,1,True,Twentyone-Twentyeight,1,1
2021-01-01 01:43:00,CRIMINAL POSSESION OF WEAPON,1,0,1,0,0,0,1,0,22,MALE,BLACK,73,2,True,Twentyone-Twentyeight,1,0
2021-01-01 01:50:00,CRIMINAL POSSESION OF WEAPON,1,0,1,0,0,0,0,0,40,MALE,BLACK,42,1,True,Thirtyeight-Above,1,0
2021-01-01 02:15:00,MENACING,1,0,0,0,0,0,1,0,24,MALE,WHITE HISPANIC,50,1,True,Twentyone-Twentyeight,1,0
2021-01-01 02:50:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,36,MALE,BLACK,75,1,True,Twentyeight-Thirtyeight,1,0
2021-01-01 03:55:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,30,MALE,WHITE HISPANIC,25,1,True,Twentyeight-Thirtyeight,1,1
2021-01-01 04:26:00,ASSAULT,1,0,0,0,0,0,1,0,21,FEMALE,WHITE HISPANIC,46,1,True,Twentyone-Twentyeight,1,0
2021-01-01 05:09:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,WHITE HISPANIC,52,1,True,Twenty and Under,1,1
2021-01-01 05:09:00,CRIMINAL POSSESION OF WEAPON,0,1,0,0,0,0,1,0,20,MALE,BLACK HISPANIC,52,1,True,Twenty and Under,1,1
2021-01-01 06:13:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,19,MALE,BLACK,67,1,True,Twenty and Under,1,0
2021-01-01 06:15:00,BURGLARY,0,1,1,0,0,0,1,0,UNKNOWN,MALE,WHITE HISPANIC,83,2,True,UNKNOWN,1,1
2021-01-01 10:10:00,OTHER,1,0,0,0,0,0,1,0,UNKNOWN,MALE,E. ASIAN,106,1,True,UNKNOWN,1,0
2021-01-01 10:32:00,ASSAULT,0,0,0,0,0,0,1,0,35,MALE,WHITE HISPANIC,110,1,True,Twentyeight-Thirtyeight,1,1
2021-01-01 10:55:00,ROBBERY,1,0,0,0,0,0,1,0,19,MALE,BLACK,105,1,True,Twenty and Under,1,0
2021-01-01 14:28:00,PETIT LARCENY,0,0,0,0,1,0,0,0,UNKNOWN,MALE,BLACK,88,1,True,UNKNOWN,1,1
2021-01-01 16:10:00,GRAND LARCENY,1,0,0,0,0,0,1,0,42,MALE,WHITE,13,1,True,Thirtyeight-Above,1,0
2021-01-01 16:20:00,MENACING,0,0,1,0,0,0,1,0,37,MALE,WHITE HISPANIC,83,2,True,Twentyeight-Thirtyeight,1,1
2021-01-01 16:33:00,PETIT LARCENY,0,0,0,0,0,0,1,0,32,MALE,BLACK,76,1,True,Twentyeight-Thirtyeight,1,1
2021-01-01 16:43:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,UNKNOWN,FEMALE,WHITE,121,1,True,UNKNOWN,1,1
2021-01-01 16:43:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,42,MALE,WHITE HISPANIC,121,1,True,Thirtyeight-Above,1,1
2021-01-01 17:49:00,ROBBERY,0,1,1,0,0,0,1,0,65,MALE,BLACK,84,2,True,Thirtyeight-Above,1,1
2021-01-01 19:59:00,RAPE,0,0,1,0,0,0,0,0,19,MALE,BLACK,26,1,True,Twenty and Under,1,1
2021-01-01 20:17:00,ASSAULT,0,0,0,0,0,0,1,0,28,MALE,BLACK,73,1,True,Twentyone-Twentyeight,1,1
2021-01-01 20:58:00,CRIMINAL MISCHIEF,1,0,0,0,0,0,1,0,18,MALE,BLACK,6,1,True,Twenty and Under,1,0
2021-01-01 21:29:00,ASSAULT,1,0,0,0,0,0,1,0,32,MALE,WHITE HISPANIC,42,1,True,Twentyeight-Thirtyeight,1,0
2021-01-01 22:20:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,17,MALE,WHITE HISPANIC,115,1,True,Twenty and Under,1,0
2021-01-02 00:41:00,ASSAULT,0,0,0,0,0,0,1,0,18,MALE,WHITE HISPANIC,61,1,True,Twenty and Under,1,1
2021-01-02 00:41:00,ASSAULT,0,0,0,0,0,0,1,0,17,FEMALE,WHITE HISPANIC,61,1,True,Twenty and Under,1,1
2021-01-02 00:41:00,ASSAULT,1,0,0,0,0,0,1,0,19,MALE,WHITE HISPANIC,61,1,True,Twenty and Under,1,0
2021-01-02 00:55:00,RAPE,1,0,0,0,0,0,1,0,23,MALE,BLACK,13,1,True,Twentyone-Twentyeight,1,0
2021-01-02 06:11:00,CRIMINAL POSSESION OF STOLEN PROPERTY,1,0,0,0,0,0,1,0,38,FEMALE,BLACK,42,1,True,Twentyeight-Thirtyeight,1,0
2021-01-02 08:00:00,GRAND LARCENY,1,0,0,0,0,0,1,0,50,MALE,BLACK,81,1,True,Thirtyeight-Above,1,0
2021-01-02 08:12:00,CRIMINAL MISCHIEF,1,0,0,0,0,0,1,0,31,MALE,BLACK,67,1,True,Twentyeight-Thirtyeight,1,0
2021-01-02 14:56:00,BURGLARY,0,0,0,0,0,0,1,0,43,MALE,WHITE HISPANIC,52,1,True,Thirtyeight-Above,1,1
2021-01-02 15:57:00,ROBBERY,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,61,1,True,UNKNOWN,1,1
2021-01-02 18:48:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,25,MALE,WHITE HISPANIC,52,1,True,Twentyone-Twentyeight,1,1
2021-01-02 19:15:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,45,MALE,BLACK,103,2,True,Thirtyeight-Above,1,1
2021-01-02 19:50:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,27,MALE,BLACK,43,2,True,Twentyone-Twentyeight,1,1
2021-01-02 20:48:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,45,MALE,WHITE HISPANIC,42,1,True,Thirtyeight-Above,1,1
2021-01-02 22:12:00,ASSAULT,1,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,101,1,True,UNKNOWN,1,0
2021-01-02 22:34:00,BURGLARY,0,0,0,0,0,0,1,0,57,MALE,WHITE HISPANIC,76,1,True,Thirtyeight-Above,1,1
2021-01-03 00:20:00,BURGLARY,0,0,0,0,0,0,1,0,21,MALE,BLACK,23,1,True,Twentyone-Twentyeight,1,1
2021-01-03 00:50:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,28,MALE,BLACK,67,1,True,Twentyone-Twentyeight,1,1
2021-01-03 03:00:00,ROBBERY,0,0,0,0,0,0,1,0,74,MALE,WHITE HISPANIC,72,1,True,Thirtyeight-Above,1,1
2021-01-03 08:46:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,35,MALE,BLACK,61,1,True,Twentyeight-Thirtyeight,1,1
2021-01-03 16:35:00,PETIT LARCENY,0,0,0,0,0,0,1,0,40,MALE,UNKNOWN,43,1,True,Thirtyeight-Above,1,1
2021-01-03 19:35:00,GRAND LARCENY AUTO,0,0,0,0,0,0,1,0,17,FEMALE,BLACK,84,1,True,Twenty and Under,1,1
2021-01-03 19:35:00,GRAND LARCENY AUTO,0,0,0,0,0,0,1,0,19,FEMALE,BLACK,84,1,True,Twenty and Under,1,1
2021-01-03 21:39:00,ASSAULT,0,0,0,0,0,0,1,0,17,MALE,BLACK,40,1,True,Twenty and Under,1,1
2021-01-03 21:39:00,ASSAULT,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,40,1,True,UNKNOWN,1,1
2021-01-03 21:39:00,ASSAULT,0,0,0,0,0,0,1,0,15,MALE,BLACK,40,1,True,Twenty and Under,1,1
2021-01-03 22:40:00,GRAND LARCENY,1,0,0,0,0,0,1,0,45,MALE,BLACK,120,1,True,Thirtyeight-Above,1,0
2021-01-03 23:41:00,OTHER,1,0,1,0,0,0,1,0,30,MALE,WHITE HISPANIC,32,2,True,Twentyeight-Thirtyeight,1,0
2021-01-04 04:24:00,CRIMINAL MISCHIEF,1,0,0,0,0,0,1,0,65,MALE,BLACK,20,1,True,Thirtyeight-Above,1,0
2021-01-04 07:17:00,ROBBERY,1,1,0,0,0,0,1,0,44,MALE,BLACK,48,1,True,Thirtyeight-Above,1,0
2021-01-04 09:06:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,40,1,True,Twenty and Under,1,1
2021-01-04 09:09:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,40,1,True,Twenty and Under,1,1
2021-01-04 10:22:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,64,MALE,WHITE,114,1,True,Thirtyeight-Above,1,0
2021-01-04 11:19:00,PETIT LARCENY,1,0,1,0,0,0,1,0,29,MALE,WHITE,76,2,True,Twentyeight-Thirtyeight,1,0
2021-01-04 12:05:00,PETIT LARCENY,1,0,1,0,0,0,1,0,41,MALE,WHITE,19,2,True,Thirtyeight-Above,1,0
2021-01-04 14:12:00,BURGLARY,0,0,0,0,0,0,1,0,20,MALE,E. ASIAN,109,1,True,Twenty and Under,1,1
2021-01-04 14:38:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,22,MALE,BLACK,40,1,True,Twentyone-Twentyeight,1,1
2021-01-04 15:30:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,50,MALE,BLACK,103,1,True,Thirtyeight-Above,1,1
2021-01-04 16:52:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,40,MALE,BLACK,84,1,True,Thirtyeight-Above,1,1
2021-01-04 18:23:00,ROBBERY,0,0,0,0,0,0,1,0,44,MALE,BLACK HISPANIC,75,1,True,Thirtyeight-Above,1,1
2021-01-04 18:23:00,ROBBERY,0,0,0,0,0,0,1,0,31,FEMALE,WHITE,75,1,True,Twentyeight-Thirtyeight,1,1
2021-01-04 20:55:00,BURGLARY,0,0,0,0,0,0,1,0,26,MALE,BLACK,9,1,True,Twentyone-Twentyeight,1,1
2021-01-04 21:20:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,26,MALE,WHITE HISPANIC,66,1,True,Twentyone-Twentyeight,1,1
2021-01-04 21:20:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,18,MALE,WHITE HISPANIC,66,1,True,Twenty and Under,1,1
2021-01-04 22:25:00,BURGLARY,0,0,0,0,0,0,1,0,21,MALE,BLACK,76,1,True,Twentyone-Twentyeight,1,1
2021-01-04 23:20:00,CRIMINAL POSSESION OF WEAPON,0,1,0,0,0,0,1,0,30,MALE,WHITE HISPANIC,13,1,True,Twentyeight-Thirtyeight,1,1
2021-01-04 23:20:00,CRIMINAL POSSESION OF WEAPON,0,1,0,0,0,0,1,0,30,MALE,WHITE HISPANIC,13,1,True,Twentyeight-Thirtyeight,1,1
2021-01-04 23:21:00,GRAND LARCENY,0,0,0,0,0,0,1,0,38,MALE,BLACK,83,1,True,Twentyeight-Thirtyeight,1,1
2021-01-05 00:19:00,BURGLARY,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,46,1,True,UNKNOWN,1,1
2021-01-05 01:17:00,CRIMINAL POSSESION OF WEAPON,1,0,1,0,0,0,1,0,18,MALE,BLACK,75,2,True,Twenty and Under,1,0
2021-01-05 04:05:00,MENACING,1,1,0,0,0,0,1,0,19,MALE,BLACK,10,1,True,Twenty and Under,1,0
2021-01-05 06:30:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,70,1,True,UNKNOWN,1,1
2021-01-05 06:30:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,18,MALE,BLACK,70,1,True,Twenty and Under,1,1
2021-01-05 06:30:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,17,MALE,BLACK,70,1,True,Twenty and Under,1,1
2021-01-05 08:35:00,CRIMINAL POSSESION OF WEAPON,0,1,0,0,0,0,1,0,23,MALE,BLACK,70,1,True,Twentyone-Twentyeight,1,1
2021-01-05 08:35:00,CRIMINAL POSSESION OF WEAPON,0,1,0,0,0,0,1,0,23,FEMALE,BLACK,70,1,True,Twentyone-Twentyeight,1,1
2021-01-05 09:22:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,25,MALE,BLACK,32,1,True,Twentyone-Twentyeight,1,1
2021-01-05 12:56:00,OTHER,1,0,0,0,0,0,1,0,76,MALE,BLACK,67,1,True,Thirtyeight-Above,1,0
2021-01-05 14:00:00,BURGLARY,1,0,1,0,0,0,1,0,36,MALE,BLACK,71,2,True,Twentyeight-Thirtyeight,1,0
2021-01-05 16:08:00,GRAND LARCENY,0,0,1,0,0,0,0,0,35,MALE,BLACK,1,1,True,Twentyeight-Thirtyeight,1,1
2021-01-05 17:14:00,ROBBERY,1,0,0,0,0,0,1,0,26,MALE,E. ASIAN,62,1,True,Twentyone-Twentyeight,1,0
2021-01-05 17:41:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,0,0,40,MALE,BLACK,68,1,True,Thirtyeight-Above,1,1
2021-01-05 18:18:00,ASSAULT,1,0,0,0,0,0,1,0,24,MALE,BLACK,73,1,True,Twentyone-Twentyeight,1,0
2021-01-05 18:47:00,PETIT LARCENY,0,0,0,0,0,0,1,0,21,MALE,WHITE,1,1,True,Twentyone-Twentyeight,1,1
2021-01-05 20:11:00,PETIT LARCENY,1,0,1,0,0,0,1,0,62,MALE,BLACK,63,2,True,Thirtyeight-Above,1,0
2021-01-05 20:21:00,GRAND LARCENY AUTO,0,0,0,0,0,0,1,0,18,MALE,WHITE HISPANIC,122,1,True,Twenty and Under,1,1
2021-01-05 20:52:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,26,MALE,BLACK,40,2,True,Twentyone-Twentyeight,1,1
2021-01-05 20:52:00,GRAND LARCENY AUTO,1,0,0,0,0,0,1,0,20,MALE,BLACK,122,1,True,Twenty and Under,1,0
2021-01-05 21:09:00,ROBBERY,0,0,0,0,0,0,1,0,UNKNOWN,MALE,WHITE HISPANIC,28,1,True,UNKNOWN,1,1
2021-01-05 21:20:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,81,1,True,UNKNOWN,1,1
2021-01-05 21:30:00,ROBBERY,1,0,0,0,0,0,1,0,12,MALE,BLACK,101,1,True,Twenty and Under,1,0
2021-01-05 21:30:00,ROBBERY,0,0,0,0,0,0,1,0,17,MALE,BLACK,101,1,True,Twenty and Under,1,1
2021-01-05 21:30:00,ROBBERY,0,0,0,0,0,0,1,0,19,MALE,BLACK,101,1,True,Twenty and Under,1,1
2021-01-05 21:30:00,ROBBERY,0,0,0,0,0,0,1,0,14,MALE,BLACK,101,1,True,Twenty and Under,1,1
2021-01-05 21:52:00,FORCIBLE TOUCHING,1,0,0,0,0,0,1,0,31,MALE,WHITE,13,1,True,Twentyeight-Thirtyeight,1,0
2021-01-05 22:23:00,BURGLARY,1,0,1,0,0,0,1,0,24,MALE,BLACK HISPANIC,7,2,True,Twentyone-Twentyeight,1,0
2021-01-05 23:02:00,ROBBERY,1,0,0,0,0,0,1,0,36,MALE,BLACK,19,1,True,Twentyeight-Thirtyeight,1,0
2021-01-06 01:30:00,ASSAULT,1,0,0,0,0,0,1,0,32,MALE,BLACK,20,1,True,Twentyeight-Thirtyeight,1,0
2021-01-06 05:10:00,PETIT LARCENY,0,0,1,0,0,0,1,0,31,MALE,WHITE,50,2,True,Twentyeight-Thirtyeight,1,1
2021-01-06 13:04:00,BURGLARY,1,0,0,0,0,0,1,0,39,FEMALE,WHITE,10,1,True,Thirtyeight-Above,1,0
2021-01-06 13:55:00,ASSAULT,0,0,0,0,0,0,1,0,27,MALE,BLACK HISPANIC,34,1,True,Twentyone-Twentyeight,1,1
2021-01-06 13:59:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,21,MALE,BLACK,52,2,True,Twentyone-Twentyeight,1,1
2021-01-06 14:45:00,GRAND LARCENY,0,0,0,0,0,0,1,0,44,MALE,BLACK,111,1,True,Thirtyeight-Above,1,1
2021-01-06 15:05:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,30,MALE,BLACK,102,1,True,Twentyeight-Thirtyeight,1,1
2021-01-06 15:30:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,48,MALE,E. ASIAN,103,1,True,Thirtyeight-Above,1,1
2021-01-06 16:44:00,ROBBERY,0,0,1,0,0,0,1,0,17,FEMALE,BLACK,43,2,True,Twenty and Under,1,1
2021-01-06 17:21:00,PETIT LARCENY,1,0,1,0,0,0,1,0,33,MALE,BLACK HISPANIC,14,2,True,Twentyeight-Thirtyeight,1,0
2021-01-06 17:21:00,PETIT LARCENY,1,0,1,0,0,0,1,0,34,MALE,BLACK HISPANIC,14,2,True,Twentyeight-Thirtyeight,1,0
2021-01-06 17:33:00,CRIMINAL MISCHIEF,1,0,0,0,0,0,1,0,36,MALE,WHITE,122,1,True,Twentyeight-Thirtyeight,1,0
2021-01-06 18:12:00,PETIT LARCENY,0,0,0,0,0,0,1,0,40,MALE,UNKNOWN,100,1,True,Thirtyeight-Above,1,1
2021-01-06 18:19:00,GRAND LARCENY,1,0,1,0,0,0,0,0,14,MALE,BLACK HISPANIC,46,1,True,Twenty and Under,1,0
2021-01-06 18:29:00,BURGLARY,0,0,0,0,0,0,1,0,36,MALE,BLACK,19,1,True,Twentyeight-Thirtyeight,1,1
2021-01-06 18:30:00,ROBBERY,0,0,0,0,0,0,1,0,20,MALE,BLACK,40,1,True,Twenty and Under,1,1
2021-01-06 19:15:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,64,MALE,WHITE HISPANIC,50,1,True,Thirtyeight-Above,1,1
2021-01-06 20:35:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,48,1,True,UNKNOWN,1,1
2021-01-07 01:26:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,50,MALE,BLACK,77,1,True,Thirtyeight-Above,1,1
2021-01-07 02:00:00,BURGLARY,1,0,0,0,1,0,0,0,18,MALE,BLACK,46,1,True,Twenty and Under,1,0
2021-01-07 02:28:00,CRIMINAL SALE OF MARIHUANA,1,0,0,0,0,0,1,0,25,MALE,WHITE HISPANIC,34,1,True,Twentyone-Twentyeight,1,0
2021-01-07 03:06:00,ROBBERY,1,0,0,0,0,0,1,0,12,MALE,BLACK HISPANIC,44,1,True,Twenty and Under,1,0
2021-01-07 09:20:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,24,MALE,BLACK,75,1,True,Twentyone-Twentyeight,1,1
2021-01-07 11:17:00,PETIT LARCENY,1,0,1,0,0,0,1,0,55,MALE,BLACK,104,2,True,Thirtyeight-Above,1,0
2021-01-07 11:52:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,46,MALE,BLACK,43,1,True,Thirtyeight-Above,1,1
2021-01-07 14:35:00,ROBBERY,0,0,0,0,0,0,1,0,16,MALE,BLACK,46,1,True,Twenty and Under,1,1
2021-01-07 16:04:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,114,1,True,Twenty and Under,1,1
2021-01-07 16:45:00,ASSAULT,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,73,1,True,UNKNOWN,1,1
2021-01-07 17:20:00,OTHER,0,0,0,0,0,0,1,0,30,MALE,E. ASIAN,7,1,True,Twentyeight-Thirtyeight,1,1
2021-01-07 17:40:00,PETIT LARCENY,1,0,0,0,0,0,1,0,41,MALE,BLACK,61,1,True,Thirtyeight-Above,1,0
2021-01-07 18:15:00,PETIT LARCENY,0,0,0,0,0,0,1,0,30,MALE,WHITE,104,1,True,Twentyeight-Thirtyeight,1,1
2021-01-07 20:25:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,16,MALE,BLACK,48,1,True,Twenty and Under,1,0
2021-01-07 20:35:00,MENACING,0,0,0,0,1,0,0,0,UNKNOWN,MALE,BLACK,75,1,True,UNKNOWN,1,1
2021-01-07 22:00:00,BURGLARY,1,0,1,0,0,0,0,0,20,MALE,BLACK,46,1,True,Twenty and Under,1,0
2021-01-07 22:54:00,CRIMINAL TRESPASS,1,0,0,0,0,0,1,0,24,MALE,BLACK,42,1,True,Twentyone-Twentyeight,1,0
2021-01-07 22:54:00,CRIMINAL TRESPASS,1,0,0,0,0,0,1,0,24,MALE,BLACK,42,1,True,Twentyone-Twentyeight,1,0
2021-01-07 23:05:00,OTHER,0,0,0,0,0,0,1,0,21,MALE,WHITE HISPANIC,121,1,True,Twentyone-Twentyeight,1,1
2021-01-08 00:05:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,1,0,25,MALE,BLACK,77,1,True,Twentyone-Twentyeight,1,0
2021-01-08 02:54:00,BURGLARY,0,0,0,0,0,0,1,0,37,FEMALE,WHITE,121,1,True,Twentyeight-Thirtyeight,1,1
2021-01-08 02:55:00,BURGLARY,0,0,0,0,0,0,1,0,42,MALE,BLACK,47,1,True,Thirtyeight-Above,1,1
2021-01-08 10:30:00,GRAND LARCENY AUTO,0,0,1,0,0,0,1,0,38,FEMALE,BLACK,75,2,True,Twentyeight-Thirtyeight,1,1
2021-01-08 10:30:00,GRAND LARCENY AUTO,0,0,1,0,0,0,1,0,38,FEMALE,BLACK,75,2,True,Twentyeight-Thirtyeight,1,1
2021-01-08 10:56:00,PETIT LARCENY,0,0,0,0,0,0,1,0,23,FEMALE,BLACK,34,1,True,Twentyone-Twentyeight,1,1
2021-01-08 11:32:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,0,0,45,MALE,BLACK,6,1,True,Thirtyeight-Above,1,1
2021-01-08 13:00:00,PETIT LARCENY,0,0,0,0,0,0,1,0,65,MALE,BLACK,7,1,True,Thirtyeight-Above,1,1
2021-01-08 13:29:00,BURGLARY,0,0,0,0,0,0,1,0,30,MALE,E. ASIAN,9,1,True,Twentyeight-Thirtyeight,1,1
2021-01-08 16:02:00,GRAND LARCENY AUTO,0,0,0,0,0,0,1,0,51,FEMALE,WHITE,122,1,True,Thirtyeight-Above,1,1
2021-01-08 16:02:00,GRAND LARCENY AUTO,0,0,0,0,0,0,1,0,43,MALE,WHITE,122,1,True,Thirtyeight-Above,1,1
2021-01-08 17:08:00,PETIT LARCENY,1,0,0,0,0,0,1,0,47,MALE,WHITE HISPANIC,13,1,True,Thirtyeight-Above,1,0
2021-01-08 19:40:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,41,MALE,BLACK,25,1,True,Thirtyeight-Above,1,1
2021-01-08 19:53:00,GRAND LARCENY,0,0,0,0,0,0,1,0,28,MALE,WHITE HISPANIC,14,1,True,Twentyone-Twentyeight,1,1
2021-01-08 21:54:00,OTHER,0,0,0,0,0,0,1,0,UNKNOWN,MALE,BLACK,25,1,True,UNKNOWN,1,1
2021-01-09 01:00:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,44,MALE,BLACK,19,2,True,Thirtyeight-Above,1,1
2021-01-09 01:25:00,CRIMINAL POSSESION OF WEAPON,0,0,1,0,0,0,1,0,19,MALE,WHITE HISPANIC,40,2,True,Twenty and Under,1,1
2021-01-09 02:07:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,23,MALE,BLACK,40,1,True,Twentyone-Twentyeight,1,1
2021-01-09 02:34:00,BURGLARY,0,0,0,0,0,0,1,0,45,MALE,WHITE HISPANIC,44,1,True,Thirtyeight-Above,1,1
2021-01-09 03:36:00,BURGLARY,1,0,1,0,0,0,0,0,UNKNOWN,MALE,WHITE HISPANIC,107,1,True,UNKNOWN,1,0
2021-01-09 13:25:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,40,MALE,BLACK HISPANIC,114,1,True,Thirtyeight-Above,1,1
2021-01-09 13:25:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,35,MALE,BLACK HISPANIC,114,1,True,Twentyeight-Thirtyeight,1,1
2021-01-09 15:22:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,54,FEMALE,WHITE HISPANIC,104,1,True,Thirtyeight-Above,1,1
2021-01-09 15:22:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,64,MALE,WHITE HISPANIC,104,1,True,Thirtyeight-Above,1,1
2021-01-09 16:45:00,BURGLARY,1,0,1,0,0,0,1,0,29,MALE,WHITE HISPANIC,28,2,True,Twentyeight-Thirtyeight,1,0
2021-01-09 18:29:00,ROBBERY,0,0,0,0,0,0,1,0,15,MALE,BLACK,113,1,True,Twenty and Under,1,1
2021-01-09 18:29:00,ROBBERY,0,0,0,0,0,0,1,0,14,MALE,BLACK,113,1,True,Twenty and Under,1,1
2021-01-09 18:29:00,ROBBERY,0,0,0,0,0,0,1,0,16,MALE,BLACK,113,1,True,Twenty and Under,1,1
2021-01-09 18:32:00,ROBBERY,0,0,1,0,0,0,1,0,15,MALE,BLACK,113,2,True,Twenty and Under,1,1
2021-01-09 22:40:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,77,1,True,Twenty and Under,1,1
2021-01-09 23:56:00,CRIMINAL POSSESION OF WEAPON,0,0,0,0,0,0,1,0,20,MALE,BLACK,73,1,True,Twenty and Under,1,1
2021-01-10 00:09:00,CRIMINAL POSSESION OF WEAPON,1,0,0,0,0,0,0,0,21,MALE,BLACK,67,0,False,Twentyone-Twentyeight,1,0
